,year,artist.inverted,track,time,genre,rank,date,id
114,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-07,2
115,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-23,2
116,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-16,2
117,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-21,2
118,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-07,2
119,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-09,2
120,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-16,2
121,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-09,2
122,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-14,2
123,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-14,2
124,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-09,2
125,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-23,2
126,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-28,2
127,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-14,2
128,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-09,2
129,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-02,2
130,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,87.0,2000-09-09,2
131,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-23,2
132,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-14,2
133,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-14,2
134,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-09,2
135,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-02,2
136,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-16,2
137,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-30,2
138,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-07,2
139,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-30,2
140,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-02,2
141,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-09,2
142,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-23,2
143,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-07,2
144,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,92.0,2000-09-16,2
145,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-02,2
146,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-23,2
147,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-02,2
148,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-02,2
149,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-10-14,2
150,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-02,2
151,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,,2000-09-30,2
152,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
153,2000,3 Doors Down,Kryptonite,3:53,Rock,51.0,2000-04-08,4
154,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
155,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
156,2000,3 Doors Down,Loser,4:24,Rock,66.0,2000-10-21,3
157,2000,3 Doors Down,Kryptonite,3:53,Rock,15.0,2000-04-29,4
158,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
159,2000,3 Doors Down,Kryptonite,3:53,Rock,24.0,2000-04-29,4
160,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
161,2000,3 Doors Down,Loser,4:24,Rock,69.0,2000-11-11,3
162,2000,3 Doors Down,Loser,4:24,Rock,61.0,2000-10-21,3
163,2000,3 Doors Down,Kryptonite,3:53,Rock,38.0,2000-04-08,4
164,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
165,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
166,2000,3 Doors Down,Kryptonite,3:53,Rock,5.0,2000-04-15,4
167,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
168,2000,3 Doors Down,Loser,4:24,Rock,76.0,2000-10-21,3
169,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
170,2000,3 Doors Down,Loser,4:24,Rock,73.0,2000-10-21,3
171,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
172,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
173,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
174,2000,3 Doors Down,Kryptonite,3:53,Rock,42.0,2000-05-06,4
175,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
176,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
177,2000,3 Doors Down,Kryptonite,3:53,Rock,47.0,2000-04-08,4
178,2000,3 Doors Down,Kryptonite,3:53,Rock,81.0,2000-04-08,4
179,2000,3 Doors Down,Loser,4:24,Rock,61.0,2000-10-21,3
180,2000,3 Doors Down,Kryptonite,3:53,Rock,66.0,2000-05-06,4
181,2000,3 Doors Down,Kryptonite,3:53,Rock,51.0,2000-04-08,4
182,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-20,4
183,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-20,4
184,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
185,2000,3 Doors Down,Kryptonite,3:53,Rock,6.0,2000-04-15,4
186,2000,3 Doors Down,Kryptonite,3:53,Rock,51.0,2000-04-08,4
187,2000,3 Doors Down,Kryptonite,3:53,Rock,67.0,2000-04-29,4
188,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
189,2000,3 Doors Down,Kryptonite,3:53,Rock,6.0,2000-04-15,4
190,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
191,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
192,2000,3 Doors Down,Kryptonite,3:53,Rock,4.0,2000-04-22,4
193,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-20,4
194,2000,3 Doors Down,Kryptonite,3:53,Rock,14.0,2000-04-15,4
195,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-06,4
196,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
197,2000,3 Doors Down,Loser,4:24,Rock,65.0,2000-11-25,3
198,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
199,2000,3 Doors Down,Kryptonite,3:53,Rock,5.0,2000-04-22,4
200,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
201,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
202,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-20,4
203,2000,3 Doors Down,Kryptonite,3:53,Rock,3.0,2000-04-22,4
204,2000,3 Doors Down,Loser,4:24,Rock,,2000-12-02,3
205,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-20,4
206,2000,3 Doors Down,Loser,4:24,Rock,59.0,2000-10-21,3
207,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
208,2000,3 Doors Down,Kryptonite,3:53,Rock,9.0,2000-04-22,4
209,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
210,2000,3 Doors Down,Loser,4:24,Rock,62.0,2000-12-16,3
211,2000,3 Doors Down,Loser,4:24,Rock,,2000-12-02,3
212,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
213,2000,3 Doors Down,Kryptonite,3:53,Rock,6.0,2000-04-15,4
214,2000,3 Doors Down,Kryptonite,3:53,Rock,28.0,2000-04-08,4
215,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
216,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
217,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
218,2000,3 Doors Down,Kryptonite,3:53,Rock,4.0,2000-04-22,4
219,2000,3 Doors Down,Kryptonite,3:53,Rock,21.0,2000-04-29,4
220,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
221,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
222,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-06,4
223,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
224,2000,3 Doors Down,Kryptonite,3:53,Rock,4.0,2000-04-15,4
225,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
226,2000,3 Doors Down,Kryptonite,3:53,Rock,12.0,2000-04-15,4
227,2000,3 Doors Down,Kryptonite,3:53,Rock,51.0,2000-06-03,4
228,2000,3 Doors Down,Kryptonite,3:53,Rock,18.0,2000-04-08,4
229,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
230,2000,3 Doors Down,Kryptonite,3:53,Rock,70.0,2000-04-15,4
231,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
232,2000,3 Doors Down,Loser,4:24,Rock,,2000-12-02,3
233,2000,3 Doors Down,Loser,4:24,Rock,67.0,2000-10-21,3
234,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
235,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-06,4
236,2000,3 Doors Down,Kryptonite,3:53,Rock,33.0,2000-05-06,4
237,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
238,2000,3 Doors Down,Loser,4:24,Rock,72.0,2000-11-04,3
239,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
240,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
241,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
242,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
243,2000,3 Doors Down,Loser,4:24,Rock,,2000-12-02,3
244,2000,3 Doors Down,Loser,4:24,Rock,76.0,2000-10-28,3
245,2000,3 Doors Down,Loser,4:24,Rock,70.0,2000-10-28,3
246,2000,3 Doors Down,Kryptonite,3:53,Rock,44.0,2000-04-08,4
247,2000,3 Doors Down,Kryptonite,3:53,Rock,13.0,2000-04-29,4
248,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-18,3
249,2000,3 Doors Down,Loser,4:24,Rock,61.0,2000-10-21,3
250,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-20,4
251,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
252,2000,3 Doors Down,Loser,4:24,Rock,76.0,2000-10-21,3
253,2000,3 Doors Down,Kryptonite,3:53,Rock,22.0,2000-04-29,4
254,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-20,4
255,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
256,2000,3 Doors Down,Loser,4:24,Rock,,2000-12-02,3
257,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
258,2000,3 Doors Down,Kryptonite,3:53,Rock,42.0,2000-05-06,4
259,2000,3 Doors Down,Kryptonite,3:53,Rock,5.0,2000-04-15,4
260,2000,3 Doors Down,Loser,4:24,Rock,72.0,2000-10-21,3
261,2000,3 Doors Down,Kryptonite,3:53,Rock,9.0,2000-04-22,4
262,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-06,4
263,2000,3 Doors Down,Kryptonite,3:53,Rock,3.0,2000-04-22,4
264,2000,3 Doors Down,Loser,4:24,Rock,75.0,2000-10-21,3
265,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
266,2000,3 Doors Down,Kryptonite,3:53,Rock,49.0,2000-05-06,4
267,2000,3 Doors Down,Kryptonite,3:53,Rock,16.0,2000-04-29,4
268,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
269,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
270,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
271,2000,3 Doors Down,Loser,4:24,Rock,,2000-12-02,3
272,2000,3 Doors Down,Kryptonite,3:53,Rock,54.0,2000-05-20,4
273,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
274,2000,3 Doors Down,Kryptonite,3:53,Rock,18.0,2000-04-08,4
275,2000,3 Doors Down,Kryptonite,3:53,Rock,7.0,2000-04-15,4
276,2000,3 Doors Down,Kryptonite,3:53,Rock,22.0,2000-04-08,4
277,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
278,2000,3 Doors Down,Kryptonite,3:53,Rock,4.0,2000-04-15,4
279,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-06,4
280,2000,3 Doors Down,Kryptonite,3:53,Rock,57.0,2000-05-13,4
281,2000,3 Doors Down,Kryptonite,3:53,Rock,,2000-05-13,4
282,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-11,3
283,2000,3 Doors Down,Loser,4:24,Rock,,2000-10-28,3
284,2000,3 Doors Down,Loser,4:24,Rock,55.0,2000-12-02,3
285,2000,3 Doors Down,Kryptonite,3:53,Rock,5.0,2000-04-22,4
286,2000,3 Doors Down,Kryptonite,3:53,Rock,3.0,2000-04-22,4
287,2000,3 Doors Down,Kryptonite,3:53,Rock,53.0,2000-05-27,4
288,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-25,3
289,2000,3 Doors Down,Loser,4:24,Rock,59.0,2000-12-09,3
290,2000,3 Doors Down,Kryptonite,3:53,Rock,4.0,2000-04-22,4
291,2000,3 Doors Down,Loser,4:24,Rock,67.0,2000-11-18,3
292,2000,3 Doors Down,Kryptonite,3:53,Rock,17.0,2000-04-29,4
293,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
294,2000,3 Doors Down,Kryptonite,3:53,Rock,68.0,2000-04-22,4
295,2000,3 Doors Down,Loser,4:24,Rock,,2000-11-04,3
